RATA,aggregation-time,provincia_sede,Provincia Sede,descrizione_ente,3descrizione,codice_ente,CODICE ENTE,regione_sede,regione%sede,attivazioni,att ivazioni,cessazioni,mese,anno,qualifica,note,fonte_dato,tipo_contratto
202305,2024/04/24,AN,AN,Ente_031,Ente_031,99,99,Friuli-Venezia Giulia,Friuli-Venezia Giulia,287,287,12,5,2023,,,,Indeterminato
202306,26-12-23,TO,TO,Ente_026,Ente_026,61,61,Abruzzo,Veneto,451,451,166,6,2023,Funzionario,,,Part-time
202403,2024-09-16T13:44:30.751,CB,CB,Ente_096,Ente_096,25,25,Abruzzo,Abruzzo,82 unità,82,469,3,2024,Funzionario,,,Determinato
202405,2024-01-15T08:03:54.212,RM,,Ente_057,Ente_057,21,21,Liguria,Liguria,93,93,442,5,2024,Funzionario,,,Indeterminato
202308,2024-08-16T01:58:04.452,AQ,AN,Ente_021,Ente_021,30,30,Trentino-Alto Adige,Trentino-Alto Adige,446,446,136,8,2023,Operatore,,,Indeterminato
202306,2024-01-13T14:40:05.548,GE,GE,Ente_021,Ente_021,59,59,Liguria,Liguria,196,196,158,6,2023,,,,Part-time
202309,2024-03-01T07:20:56.669,PA,PA,Ente_070,Ente_070,20,20,Abruzzo,Abruzzo,152,152,433,09,2024.,,,,Indeterminato
202409,25.06.2024,PZ,PZ,Ente_087,Ente_087,3,3,Emilia-Romagna,Emilia-Romagna,475,475,100,9,2024,,,,Determinato
202311,2024-09-13T12:25:58.027,CA,CA,Ente_050,Ente_050,89,89,Veneto,Veneto,406,406,0,11,2023,Dirigente,,,Indeterminato
202304,2024-06-15T21:31:05.565,BZ,CB,Ente_002,Ente_002,78,78,Campania,Campania,315,315,296,4,2023,Operatore,,,Determinato
202405,09-06-24,FI,CB,Ente_068,Ente_068,49,47,Puglia,Puglia,29,29,52,MAG,2024,Funzionario,,,Determinato
2024-06,2024-06-15T06:13:44.864,PZ,PZ,Ente_064,Ente_064,81,81,Sardegna,Sardegna,48,48,278,6,2024,,,,Indeterminato
202310,2024-10-23T05:23:52.566,VA,VA,Ente_048,Ente_048,98,98,Sicilia,Sicilia,220,220,52,10,2023,Impiegato,,,Indeterminato
202412,17.10.2023,CA,CA,Ente_058,Ente_058,34,34,Piemonte,Friuli-Venezia Giulia,229,229,412,12,2024,Impiegato,,,Indeterminato
202304,2024-08-24T06:57:17.645,VA,VA,Ente_062,Ente_062,6,6,Umbria,Umbria,407,407,489,4,2023,Funzionario,,,Indeterminato
202303,28.05.2023,AO,AO,Ente_004,Ente_004,79,79,Puglia,Puglia,377,377,343,3,2023,Dirigente,,,Indeterminato
202311,2024-12-04T01:36:53.200,NA,NA,Ente_091,Ente_091,80,80,Veneto,Veneto,66,66,342,11,2023,,Da riconciliare,,Determinato
202411,2024-11-29T14:56:15.730,CB,CB,Ente_055,Ente_055,,,Toscana,Toscana,310,310,480,11,2024,,,,Indeterminato
202303,2024/12/23,NA,NA,Ente_077,Ente_077,66,66,Lombardia,Lombardia,245,245,272,mese 6,2024.,Dirigente,,,Indeterminato
202401,2024-01-06T13:26:17.074,PG,PG,Ente_043,Ente_043,74,74,Toscana,Puglia,291,291,334 unità,1,2024,Operatore,,,Indeterminato
202307,2024-03-02T14:26:15.603,PZ,PZ,Ente_050,Ente_050,97,97,Lazio,Lazio,16,16,122,mese 10,2024.,Dirigente,,,Indeterminato
202305,2024-05-21T05:57:52.690,GE,GE,Ente_100,Ente_100,57,57,Abruzzo,Abruzzo,5,5,367,5,2023,Impiegato,,,Indeterminato
202312,2024-06-19T10:22:42.856,BS,BS,Ente_017,Ente_017,49,49,Veneto,Veneto,318,318,485,12,2023.,,,,Indeterminato
202412,2024-06-09T21:12:30.097,BG,BG,Ente_100,Ente_100,30,30,Trentino-Alto Adige,Trentino-Alto Adige,62,62,298,12,2024,Funzionario,,,Indeterminato
202410,19-02-24,NA,NA,Ente_006,Ente_006,84,84,Calabria,Liguria,431,431,162,10,2024,Dirigente,,,Indeterminato
202407,2024-04-13T04:37:33.440,PG,PG,Ente_049,Ente_049,94,94,Piemonte,Piemonte,424,424,32,7,2024,Impiegato,,,Determinato
202303,2024-06-11T22:48:03.976,BA,BA,Ente_010,Ente_010,20,20,Campania,Campania,353,353,90,3,2023,,,,Indeterminato
202402,21-02-24,PT,PT,Ente_006,Ente_006,82,82,Emilia-Romagna,Emilia-Romagna,236,236,208,2,2024,Impiegato,,,Indeterminato
202401,2024-07-08T05:21:32.244,GE,GE,Ente_047,Ente_047,51,51,Valle d'Aosta,Valle d'Aosta,412,412,486,mese 1,2023.,Impiegato,,,Part-time
202308,04.05.2023,CT,CT,Ente_074,Ente_074,100,100,Umbria,Umbria,126,126,76,8,2023,,,,Determinato
202409,2024-07-02T22:04:01.193,MO,MO,Ente_018,Ente_018,33,33,Sicilia,Sicilia,281,281,406,9,2024,Dirigente,,,Indeterminato
202401,2024-09-27T02:58:17.107,GE,GE,Ente_060,Ente_047,38,38,Umbria,Umbria,77,77,316,1,2024,Dirigente,,,Indeterminato
202403,2024-06-21T00:31:24.913,TS,TS,Ente_086,Ente_086,54,54,Campania,Campania,118,118,4,3,2024,Dirigente,,,Indeterminato
202311,2024-05-09T17:33:24.513,PT,PT,Ente_082,Ente_100,86,86,Campania,Campania,37,37,281,11,2023,Operatore,,,Indeterminato
202310,2024/10/23,PE,PE,Ente_054,Ente_054,86,86,Valle d'Aosta,Valle d'Aosta,283,283,191,10,2023,,,,Indeterminato
202407,21.08.2023,ca,CA,Ente_066,Ente_066,21,21,Trentino-Alto Adige,Trentino-Alto Adige,425,425,497,mese 9,2022,Impiegato,,,Determinato
202402,2024-02-25T22:29:43.041,TO,TS,Ente_090,Ente_090,85,85,Basilicata,Basilicata,79,79,233,2,2024,Operatore,,,Indeterminato
202310,2024-04-21T12:20:16.053,CT,CT,Ente_076,Ente_076,26,26,Lombardia,Lombardia,431,431,377,10,2023,Funzionario,,,Indeterminato
202302,2024-03-24T02:46:10.927,TS,TS,Ente_054,Ente_054,28,31,Valle d'Aosta,Valle d'Aosta,89,89,89,2,2023,Dirigente,,,Indeterminato
202412,2024-05-19T17:53:14.882,MI,MI,Ente_094,Ente_094,48,48,Piemonte,Piemonte,152,152,364,MAG,2023,Dirigente,,,Indeterminato
202405,2024-10-24T03:17:15.787,PT,PT,Ente_076,Ente_076,14,14,Puglia,Puglia,279,279,159,5,2024,Operatore,,,Indeterminato
202301,2024-09-13T16:30:30.080,CA,CA,Ente_097,Ente_097,15,15,Sicilia,Sicilia,113,113,290,1,2023,,,,Indeterminato
202307,2024-04-15T12:41:27.423,PG,PG,Ente_056,Ente_056,92,92,Sardegna,Sardegna,168,168,252,7,2023,Dirigente,,,Determinato
202409,2024-09-12T20:31:58.739,RM,RM,Ente_028,Ente_028,42,42,Lombardia,Lombardia,465,465,75,9,2024,Operatore,,,Indeterminato
202311,2024-06-30T16:31:21.468,BO,BO,Ente_030,Ente_030,93,45,Umbria,Umbria,430,430,471,11,2023,Impiegato,,,Indeterminato
202306,2024-10-24T01:23:15.765,PE,PE,Ente_042,Ente_019,69,69,Sicilia,Sicilia,71,71,449,6,2023,Dirigente,,,Indeterminato
202301,2024-04-23T05:23:00.209,BZ,CT,Ente_093,Ente_093,77,77,Sicilia,Sicilia,289,289,453,1,2023,Impiegato,,,Determinato
202305,2024-01-07T20:39:36.213,BO,PD,Ente_016,Ente_016,37,37,Emilia-Romagna,Emilia-Romagna,183,183,265,5,2023,Dirigente,,,Indeterminato
202410,2024-01-31T04:12:30.319,RM,RM,Ente_061,Ente_082,35,35,Marche,Marche,196,196,432,10,2024,Dirigente,,,Indeterminato
202306,2024-09-09T16:44:05.709,PE,PE,Ente_020,Ente_020,56,56,Molise,Molise,143,143,491,6,2023,,,,Determinato
202309,2023/06/28,PG,PG,Ente_006,Ente_006,4,4,Umbria,Umbria,256,256,142,09,anno 2023,,,,Indeterminato
202301,2024-01-14T09:27:46.672,VA,VA,Ente_076,Ente_014,90,90,Piemonte,Piemonte,314,314,478,1,2021,Operatore,,,Determinato
202409,2024-12-06T17:19:17.053,BZ,BZ,Ente_095,Ente_095,26,26,Sicilia,Sicilia,453,453,178,9,2024,,,,Indeterminato
202406,2024-02-17T07:55:35.709,BZ,BZ,Ente_055,Ente_055,11,11,Basilicata,Basilicata,467,467,201,6,2024,Dirigente,,,Determinato
202407,2024-10-28T11:46:48.734,MI,MI,Ente_060,Ente_060,90,90,Trentino-Alto Adige,Trentino-Alto Adige,486,486,276,7,2024,Impiegato,,,Indeterminato
202312,2024/06/28,CB,CB,Ente_022,Ente_022,35,35,Valle d'Aosta,Valle d'Aosta,450,450,429,12,2023,Dirigente,,,Determinato
202301,2024-11-16T00:04:03.350,CB,CB,Ente_072,Ente_072,12,12,Molise,Molise,39,39,224,1,2023,,,,Determinato
202409,2024-07-28T18:18:53.901,TO,TO,Ente_090,Ente_090,6,6,Marche,Marche,404,404,76,mese 7,2023.,Impiegato,,,Indeterminato
202408,2024-11-12T16:18:41.942,MO,MO,Ente_075,Ente_075,3,3,Molise,Molise,45,45,233,8,2024,Impiegato,,,Indeterminato
202407,2024-11-15T12:10:19.466,MO,MO,Ente_093,Ente_093,94,94,Calabria,Calabria,10,10,275,7,2024,,,,Determinato
202411,2024-02-17T09:51:54.837,ts,TS,Ente_032,Ente_032,94,94,Sardegna,Sardegna,59,59,415,11,2024,Impiegato,,,Indeterminato
202401,2024-03-26T07:40:58.054,TO,TO,Ente_003,Ente_003,91,91,Sicilia,Sicilia,461,461,187,1,2024,Dirigente,,,Indeterminato
202411,2024-05-30T21:31:30.660,VA,VA,Ente_028,Ente_028,83,83,Sicilia,Sicilia,117,117,446,mese 3,23,Funzionario,,,Indeterminato
202404,2024-09-15T14:23:54.729,MO,MO,Ente_094,Ente_094,24,24,Liguria,Liguria,383,383,"125,0",4,2024,Funzionario,,,Indeterminato
202401,2024-11-15T20:41:46.598,PG,BG,Ente_080,Ente_080,38,38,Abruzzo,Lazio,219,219,251,1,2024,,,,Part-time
202307,2024-08-09T16:44:03.749,GE,GE,Ente_045,Ente_045,41,41,Liguria,Liguria,143,143,197,7,2023,Funzionario,,,Determinato
202401,04-11-23,PD,PD,Ente_086,Ente_086,55,55,Calabria,Trentino-Alto Adige,438,438,105,1,2024,Operatore,,,Indeterminato
202409,2024-01-09T07:06:21.918,MI,MI,Ente_086,Ente_086,75,75,Molise,Molise,486,486,472,9,2024,Dirigente,,,Indeterminato
202309,2024-03-04T22:08:30.477,VA,VA,Ente_003,Ente_003,74,74,Abruzzo,Abruzzo,402,402,476,9,2023,,,,Indeterminato
202401,2024-11-01T10:51:55.028,TO,PG,Ente_084,Ente_084,20,20,Liguria,Liguria,272,272,138,1,2024,,,,Indeterminato
202305,2024-11-03T13:11:32.354,PA,PA,Ente_030,Ente_030,33,33,Trentino-Alto Adige,Trentino-Alto Adige,160,160,244,Aprile,anno 2024,Dirigente,,,Indeterminato
202406,2024-07-06T13:21:29.568,AN,AO,Ente_009,Ente_009,26,26,Molise,Molise,125,125,N.D.,DIC,2023.,,,,Indeterminato
202303,2024-12-14T07:49:51.756,Mi,MI,Ente_027,Ente_027,8,8,Marche,Marche,68,68,N.D.,3,2023,Impiegato,,,Indeterminato
202405,2024-02-13T01:16:40.597,BG,BG,Ente_080,Ente_080,29,29,Sardegna,Sardegna,302,330,168,5,2024,Dirigente,,,Determinato
202308,2024-02-06T22:17:37.756,RM,RM,Ente_039,Ente_039,14,14,Marche,Lazio,348,348,96,8,2023,Impiegato,,,Indeterminato
202304,2024-07-09T12:23:07.603,CA,CA,Ente_092,Ente_092,48,48,Puglia,Puglia,82,82,267,4,2023,Impiegato,,,Indeterminato
202306,2024-11-15T20:53:42.639,PG,PG,Ente_079,Ente_079,60,60,Toscana,Toscana,487,487,129,6,2023,Operatore,,,Determinato
202303,2024-04-16T11:49:49.666,CA,CA,Ente_063,Ente_093,2,2,Emilia-Romagna,Emilia-Romagna,115,115,78,3,2023,Operatore,,,Part-time
202408,2024-01-13T21:35:15.176,CB,CB,Ente_035,Ente_035,47,47,Piemonte,Piemonte,160,160,447,6,anno 2024,Dirigente,,,Indeterminato
202407,2024-05-21T16:25:18.642,VE,VE,Ente_098,Ente_098,14,14,Valle d'Aosta,Valle d'Aosta,332,332,498,7,2024,,,,Determinato
202305,2024-01-22T06:59:21.277,AQ,AQ,Ente_046,Ente_046,60,60,Sicilia,Sicilia,73,73,467,5,2023,,,,Indeterminato
202404,2024-05-19T11:38:13.693,BZ,BZ,Ente_062,Ente_062,92,92,Marche,Marche,179,179,258,4,2024,Operatore,,,Indeterminato
202403,2024/03/22,BS,BS,Ente_034,Ente_034,63,63,Veneto,Veneto,459,459,95,3,2024,Funzionario,,,Determinato
202310,2024-10-18T21:15:27.008,BO,BO,Ente_044,Ente_044,91,91,Sardegna,Sardegna,230,230,58,10,2023,Operatore,,,Indeterminato
202307,17-04-24,GE,GE,Ente_087,Ente_087,69,69,Marche,Marche,284,284,225,7,2023,,,,Determinato
202311,2024-06-30T07:51:10.813,BS,BZ,Ente_047,Ente_047,3,3,Lazio,Lazio,389,389,429,11,2023,Funzionario,,,Indeterminato
202405,2024-02-17T09:07:13.069,FI,FI,Ente_031,Ente_031,81,81,Sicilia,Sicilia,198,198,244,5,2024,Impiegato,,,Indeterminato
202408,2024-01-16T23:03:09.737,MI,MI,Ente_030,Ente_030,35,35,Trentino-Alto Adige,Trentino-Alto Adige,169,169,393,8,2024,Dirigente,Dato stimato,,Determinato
202312,2024-10-21T21:43:49.504,CA,CA,Ente_097,Ente_097,76,76,Calabria,Calabria,90,90,412,9,2024.,Funzionario,,,Indeterminato
202404,2024-02-14T06:27:27.954,BZ,BZ,Ente_091,Ente_091,65,65,Emilia-Romagna,Emilia-Romagna,286,161,393,4,2024,Dirigente,,,Determinato
202304,2024-08-22T12:54:49.698,Fi,FI,Ente_039,Ente_039,41,41,Sicilia,Sicilia,413,413,103,4,2023,,,,Determinato
202408,2024-12-08T09:37:15.396,TO,CB,Ente_039,Ente_039,44,44,Friuli-Venezia Giulia,Friuli-Venezia Giulia,426,426,186,8,2024,Dirigente,,,Determinato
202308,2024-04-17T01:27:46.547,PG,PG,Ente_075,Ente_075,61,61,Emilia-Romagna,Emilia-Romagna,117,30,N.D.,Novembre,24,Operatore,,,Determinato
202310,2024-06-06T19:55:01.405,PZ,AO,Ente_099,Ente_099,74,74,Friuli-Venezia Giulia,Friuli-Venezia Giulia,277,277,281,10,2023,Impiegato,,,Determinato
202303,09-01-23,BO,BO,Ente_093,Ente_093,53,53,Umbria,Umbria,26,26,58,3,2023,Funzionario,,,Determinato
202404,2024-10-09T11:57:42.261,VE,VE,Ente_096,Ente_096,4,4,Sardegna,Sardegna,226,226,331,mese 9,24,Dirigente,,,Indeterminato
202411,2024-01-18T04:06:46.743,PT,CT,Ente_097,Ente_097,9,9,Basilicata,Basilicata,110,110,362,MAG,2023.,Funzionario,,,Determinato
202306,2024-10-06T16:59:52.367,Pa,PA,Ente_091,Ente_091,51,51,Sardegna,Sardegna,152,152,79,6,2023,Operatore,,,Indeterminato
202409,2024-08-20T11:20:50.469,TS,CT,Ente_025,Ente_025,38,38,Liguria,Liguria,92,92,57,9,2024,Operatore,,,Indeterminato
202409,2024-03-22T16:55:28.716,RM,RM,Ente_082,Ente_082,29,29,Friuli-Venezia Giulia,Friuli-Venezia Giulia,219,219,392,9,2024,,,,Indeterminato
202402,2024-07-16T11:28:02.087,CT,CT,Ente_003,Ente_003,88,88,Trentino-Alto Adige,Marche,41,41,47,2,2024,Funzionario,,,Indeterminato
202310,2024-04-15T01:56:30.044,TO,TO,Ente_098,Ente_098,49,49,Lombardia,Lombardia,217,217,334,10,2023,,,,Indeterminato
202405,04.06.2024,BA,BA,Ente_026,Ente_026,52,52,Emilia-Romagna,Emilia-Romagna,367,246,332,5,2024,,,,Part-time
202401,2024-12-22T20:03:42.914,PZ,PZ,Ente_087,Ente_087,77,77,Sardegna,Sardegna,159,159,373,1,2024,Funzionario,,,Indeterminato
202410,26-04-23,TO,TO,Ente_099,Ente_099,46,46,Veneto,Veneto,263,263,125,10,2024,,,,Part-time
202306,2024-02-06T02:28:37.903,MI,BZ,Ente_020,Ente_020,59,59,Veneto,Veneto,141,141,75,6,2023,,,,Indeterminato
202408,2024-08-05T04:48:07.129,AQ,,Ente_085,Ente_085,37,37,Sicilia,Sicilia,334,334,408,8,2024,Operatore,,,Determinato
202310,2024-08-15T00:10:57.275,PA,PA,Ente_073,Ente_073,29,29,Campania,Campania,491,491,236,10,2023,Funzionario,,,Part-time
202411,2024-09-03T16:49:23.349,PG,PG,Ente_099,Ente_099,62,62,Basilicata,Basilicata,230,230,144,11,2024,,Verifica manuale,,Determinato
202403,2024-01-16T21:11:56.903,PZ,PZ,Ente_063,Ente_063,22,22,Sicilia,Sicilia,425,425,459,3,2024,Operatore,,,Determinato
202408,2024-06-10T16:34:38.429,BG,BG,Ente_001,Ente_001,86,86,Sicilia,Sicilia,319,319,372,8,2024,Funzionario,,,Indeterminato
202407,2024-02-10T01:15:12.227,na,NA,Ente_021,Ente_021,78,78,Campania,Campania,278,278,191,7,2024,Impiegato,,,Indeterminato
202405,2024-04-09T04:49:31.662,PA,PA,Ente_072,Ente_072,19,19,Piemonte,Piemonte,95,95,98,5,2024,Operatore,,,Indeterminato
202401,2024-05-27T00:51:26.278,TO,FI,Ente_051,Ente_051,25,25,Abruzzo,Abruzzo,243,243,158,1,2024,Operatore,,,Indeterminato
202311,2024-05-22T10:40:00.074,AQ,AQ,Ente_009,Ente_009,76,76,Sardegna,Sardegna,394,394,139,11,2023,Impiegato,,,Indeterminato
202301,2024-02-28T16:07:02.153,AO,AO,Ente_087,Ente_087,60,60,Marche,Umbria,383,383,59,1,2023,,,,Indeterminato
202412,2024-10-16T09:23:29.459,VA,VA,Ente_063,Ente_063,14,14,Molise,Molise,162,162,39,12,2024,Operatore,,,Indeterminato
202306,2024-01-29T17:17:12.109,TO,BS,Ente_056,Ente_056,92,92,Molise,Molise,395,395,345,6,2023,Operatore,,,Determinato
202404,2024-02-05T15:37:35.015,BO,BO,Ente_035,Ente_035,4,4,Toscana,Toscana,1,1,17,4,2024,Impiegato,Fonte secondaria,,Indeterminato
202407,2024-12-20T02:46:36.632,MO,PA,Ente_097,Ente_097,32,32,Abruzzo,Abruzzo,97,97,169,7,2024,,,,Determinato
202303,2024-05-15T02:20:46.071,BG,PT,Ente_015,Ente_015,32,32,Lazio,Lazio,168,168,265,3,2023,,,,Determinato
202310,2024-03-29T18:20:08.784,BO,BO,Ente_049,Ente_049,88,88,Lombardia,Abruzzo,102,102,123,10,2023,Dirigente,,,Indeterminato
202302,2024-04-02T05:55:36.208,CT,CT,Ente_019,Ente_019,15,15,Molise,Molise,139,139,435,2,2023,Dirigente,,,Part-time
202311,17-07-23,MO,MO,Ente_013,Ente_013,58,58,Molise,Molise,35,35,134,11,2023,Dirigente,,,Indeterminato
202410,2024-09-11T14:49:42.151,CA,CA,Ente_093,Ente_093,17,17,Lazio,Lazio,63,63,133,10,2024,Dirigente,,,Indeterminato
202404,2024-03-09T09:30:17.389,AO,AO,Ente_093,Ente_093,34,34,Sardegna,Sardegna,73,471,360,4,2024,Funzionario,,,Indeterminato
202312,2024-01-30T05:22:11.112,PE,PE,Ente_088,Ente_088,37,37,Campania,Campania,107,107,429,12,2023,,,,Determinato
202411,2024/07/06,AQ,AQ,Ente_077,Ente_098,87,87,Umbria,Trentino-Alto Adige,407,407,231,11,2024,Funzionario,,,Indeterminato
202304,2024-08-13T18:19:12.917,BS,BS,Ente_057,Ente_057,74,74,Valle d'Aosta,Valle d'Aosta,453,453,121,4,2023,Impiegato,,,Indeterminato
202307,16-08-23,AQ,AQ,Ente_100,Ente_100,40,40,Emilia-Romagna,Emilia-Romagna,497,497,264,7,2023,Dirigente,,,Determinato
202305,2024-11-04T17:20:40.509,AQ,AQ,Ente_062,Ente_062,36,36,Umbria,Umbria,306,306,147,5,2023,Impiegato,,,Indeterminato
202301,2024-09-19T17:53:41.656,MI,MI,Ente_042,Ente_042,38,38,Puglia,Puglia,119,119,123,1,2023,Operatore,,,Part-time
202404,2024-04-07T08:32:50.781,GE,GE,Ente_030,Ente_030,13,13,Lombardia,Lombardia,491,491,1,2,2024.,,,,Determinato
202405,2024-05-25T23:57:27.727,MO,MO,Ente_047,Ente_047,3,3,Campania,Campania,122,122,81,5,2024,,,,Indeterminato
202307,2024-05-19T00:05:15.672,MO,MO,Ente_092,Ente_092,40,40,Piemonte,Piemonte,431,431,317,7,2023,,,,Indeterminato
202408,14.05.2024,PE,PZ,Ente_095,Ente_095,37,37,Sardegna,Sardegna,253,253,377,8,2024,Dirigente,,,Determinato
202306,2024-03-05T19:50:34.026,VA,VA,Ente_094,Ente_094,63,63,Calabria,Calabria,228,228,163,6,2023,Operatore,,,Determinato
202402,2023/03/23,MI,MI,Ente_086,Ente_086,40,40,Sicilia,Sicilia,52,52,35,2,2024,Funzionario,,,Determinato
202310,2024-09-28T21:41:18.827,BG,PE,Ente_020,Ente_020,76,76,Basilicata,Basilicata,"274,0",274,424,mese 3,2022,,Dato stimato,,Determinato
202308,23.03.2023,PD,PD,Ente_064,Ente_064,8,8,Abruzzo,Abruzzo,483,483,424,8,2023,,Dato stimato,,Indeterminato
202311,2024-06-12T21:14:42.914,MO,MO,Ente_038,Ente_038,51,51,Basilicata,Basilicata,41,41,"137,0",11,2023,Funzionario,,,Indeterminato
202308,2024-12-07T07:37:45.896,NA,NA,Ente_087,Ente_087,66,66,Abruzzo,Toscana,467,467,302,8,2023,Dirigente,,,Determinato
202307,2024-12-16T23:10:04.033,ba,BA,Ente_048,Ente_048,3,3,Sardegna,Sardegna,180,180,442,7,2023,Impiegato,,,Indeterminato
202312,12.02.2023,VA,VA,Ente_020,Ente_020,73,73,Valle d'Aosta,Valle d'Aosta,308,308,430,12,2023,Impiegato,,,Indeterminato
202306,2024-09-16T19:12:06.285,PA,PA,Ente_065,Ente_065,63,63,Abruzzo,Abruzzo,104,104,463,6,2023,Impiegato,,,Indeterminato
202401,2024-06-17T15:24:44.526,CB,CB,Ente_044,Ente_044,21,21,Sardegna,Sardegna,90,319,499,1,2024,,,,Indeterminato
202304,2024-12-23T06:58:16.333,TO,TO,Ente_071,Ente_071,4,4,Lombardia,Lombardia,78,78,62,OTT,2023.,,,,Indeterminato
202308,2024-12-02T00:18:23.469,VE,VE,Ente_039,Ente_039,8,8,Sicilia,Sicilia,307,307,97,8,2023,Impiegato,,,Indeterminato
202306,2024-03-28T23:58:50.033,PE,PE,Ente_075,Ente_075,83,83,Friuli-Venezia Giulia,Friuli-Venezia Giulia,2,2,156,6,2023,Operatore,,,Indeterminato
202404,2024-05-29T10:19:42.221,NA,NA,Ente_067,Ente_067,7,7,Molise,Molise,492,492,435,4,2024,,,,Determinato
202304,2024-04-09T11:55:17.782,PT,PT,Ente_009,Ente_009,75,75,Campania,Campania,133,133,40,4,2023,Dirigente,,,Indeterminato
202401,2024-09-09T17:55:57.986,CA,CA,Ente_077,Ente_077,36,36,Marche,Marche,68,68,7,1,2024,,,,Determinato
202301,2024-06-05T10:43:53.055,CT,CT,Ente_014,Ente_014,61,61,Lombardia,Lombardia,306,306,21,1,2023,Operatore,,,Indeterminato
202408,2024-05-12T11:13:47.858,BZ,BZ,Ente_026,Ente_026,52,52,Sicilia,Sicilia,468,468,16,8,2024,Operatore,,,Indeterminato
202410,2024-10-12T07:35:00.217,Va,VA,Ente_047,Ente_047,2,2,Liguria,Liguria,247,247,251,10,2024,,,,Indeterminato
202410,2024-09-14T15:53:12.739,BZ,BZ,Ente_070,Ente_070,48,48,Puglia,Puglia,103,103,69,10,2024,,,,Part-time
202310,2024-03-02T15:50:08.400,BO,BO,Ente_046,Ente_046,5,5,Molise,Molise,399,399,217,10,2023,,,,Determinato
202302,2024-04-09T03:58:51.851,BZ,BZ,Ente_069,Ente_069,7,7,Lombardia,Lombardia,386,386,489,2,2023,Operatore,,,Indeterminato
202412,03.12.2024,TS,TO,Ente_012,Ente_012,2,2,Piemonte,Piemonte,404,404,156,12,2024,,,,Determinato
202306,2024-05-08T00:43:05.672,PZ,PZ,Ente_065,Ente_065,96,96,Friuli-Venezia Giulia,Friuli-Venezia Giulia,361,361,240,6,2023,Impiegato,,,Determinato
202409,2024-03-09T13:24:04.180, ,PA,Ente_044,Ente_044,98,98,Sicilia,Sicilia,318,421,129,9,2024,Dirigente,,,Determinato
202408,2024-02-26T14:48:08.435,PE,PE,Ente_063,Ente_063,95,95,Basilicata,Basilicata,364,364,66,8,2024,Funzionario,,,Determinato
202412,2024-05-31T13:34:15.198,NA,NA,Ente_082,Ente_082,98,98,Emilia-Romagna,Emilia-Romagna,418,418,355,12,2024,Dirigente,,,Indeterminato
202306,2024-06-23T01:26:18.114,BZ,BZ,Ente_021,Ente_021,85,85,Emilia-Romagna,Emilia-Romagna,451,451,213,6,2023,Operatore,,,Indeterminato
202407,2024-02-05T20:03:32.296,TS,TS,Ente_082,Ente_082,11,11,Trentino-Alto Adige,Trentino-Alto Adige,312,312,27,7,2024,Dirigente,,,Part-time
202401,2024-08-03T11:44:57.831,GE,GE,Ente_005,Ente_005,58,58,Puglia,Puglia,493,493,457,1,2024,Operatore,,,Determinato
202411,2024/10/14,CT,CT,Ente_018,Ente_018,72,72,Sardegna,Sardegna,317,317,1,11,2024,Operatore,,,Determinato
202402,2024-11-16T00:45:12.272,PA,PA,Ente_017,Ente_017,61,61,Emilia-Romagna,Emilia-Romagna,185,185,392,2,2024,Funzionario,,,Part-time
202304,2024-11-24T13:00:57.134,GE,GE,Ente_078,Ente_078,92,92,Puglia,Puglia,320,320,102,mese 10,anno 2023,Dirigente,Fonte secondaria,,Indeterminato
202410,2024-06-27T16:32:56.129,Fi,FI,Ente_093,Ente_093,31,31,Abruzzo,Emilia-Romagna,157,157,171,10,2024,Dirigente,,,Indeterminato
202401,2024-08-13T07:55:57.868,Pe,PE,Ente_024,Ente_024,3,3,Puglia,Puglia,482,482,366,mese 1,2024.,Funzionario,,,Indeterminato
202306,2024-09-02T23:25:24.841,BA,BA,Ente_001,Ente_001,58,58,Marche,Marche,346,346,187,6,2023,,,,Part-time
202311,2024-06-03T08:31:20.018,CT,CT,Ente_057,Ente_057,25,25,Valle d'Aosta,Valle d'Aosta,480,17,435,11,2023,,,,Determinato
202411,2023/05/18,PT,PT,Ente_082,Ente_082,7,7,Sicilia,Sicilia,93,93,199,06,2022,Dirigente,,,Indeterminato
202412,2024-10-06T14:15:41.399,BG,PE,Ente_096,Ente_096,89,89,Puglia,Puglia,170,170,268,12,2024,,,,Determinato
202410,2024-07-21T12:45:12.305,PA,PA,Ente_083,Ente_083,64,64,Toscana,Toscana,424,424,192,10,2024,Operatore,,,Indeterminato
202302,2024-10-31T20:56:19.963,CA,,Ente_003,Ente_003,94,94,Basilicata,Basilicata,312,312,231,2,2023,Dirigente,,,Indeterminato
202401,2024-03-21T18:52:26.901,PE,PE,Ente_080,Ente_080,36,36,Friuli-Venezia Giulia,Friuli-Venezia Giulia,387,387,45,1,2024,Funzionario,,,Indeterminato
202405,2024-12-18T20:36:44.556,PA,GE,Ente_080,Ente_080,96,96,Lazio,Lazio,197,492,207,5,2024,Operatore,,,Indeterminato
202408,2024-11-20T12:30:41.008,PD,PD,Ente_053,Ente_053,63,63,Veneto,Veneto,255,255,340,9,2024,,,,Indeterminato
202305,2024-12-19T00:55:29.362,PG,PG,Ente_023,Ente_023,42,42,Trentino-Alto Adige,Trentino-Alto Adige,95,95,280,mese 9,2022,Dirigente,,,Indeterminato
