aggregation-time,tipo_imposta,Tipo Imposta,spesa,SPESA TOTALE,cod_imposta,2cod_imposta,cod imposta ext,ente,ente%code,cod_tipoimposta,rata,note,fonte_dato,area_geografica,anno,mese,regione
2024-02-04T06:28:03.761,Erariali,Erariali,1566167.0714399973,1566167.0714399973,13,13,13,Ente_035,35,2,202403,,,,2024,3,Molise
2024-12-04T19:30:42.742,Previdenziali,Previdenziali,200284.93298056888,200284.93298056888,8,8,8,Ente_074,74,1,202401,Verifica manuale,,Centro,2024,1,Veneto
2024-12-18T16:37:56.471,Erariali,Erariali,247910.98882819712,247910.98882819712,20,20,20,Ente_033,33,3,202408,,,Centro,2024,8,Molise
2024-07-23T16:07:46.481,Netto,Erariali,3589819.9242280615,3589819.9242280615,14,14,14,Ente_079,79,1,202311,,,Nord,2023,11,Trentino-Alto Adige
2024-06-12T08:41:35.022,Previdenziali,Previdenziali,565441.2745184992,565441.2745184992,14,14,14,Ente_053,53,2,202311,,,Isole,2023,11,Valle d'Aosta
2024-04-24T06:03:23.559,Erariali,Erariali,2379508.0766342273,2379508.0766342273,16,16,16,Ente_064,64,2,202408,,,Nord,2024,8,Trentino-Alto Adige
2024-01-04T06:22:20.108,Assistenziali,Assistenziali,4211985.848636128,4211985.848636128,19,19,19,Ente_073,73,1,202408,,,Isole,2024,8,Molise
2024-07-08T06:44:10.295,Erariali,Erariali,1842899.0751302785,1842899.0751302785,7,7,7,Ente_073,73,4,202409,,,Centro,2024,9,Lombardia
2023/01/21,Da definire,Erariali,1729415.3828265192,1729415.3828265192,6,6,6,Ente_027,27,5,202307,,,Nord,2023,7,Campania
2024-11-05T21:23:39.549,ERARIALI,Erariali,4365368.330659072,4365368.330659072,9,9,9,Ente_022,22,3,202406,,,Isole,2024,6,Umbria
2024-06-08T16:51:10.680,erariali,Erariali,4324387.132851713,4324387.132851713,18,18,18,Ente_042,42,3,202403,,,Isole,2024,3,Basilicata
21-03-23,Erariali,Previdenziali,4400803.870499958,4400803.870499958,6,6,6,Ente_053,53,2,202408,,,Nord,2024,8,Basilicata
2024-04-30T17:45:29.794,PREVIDENZIALI,Previdenziali,2859997.886698663,2859997.886698663,17,17,17,Ente_096,96,1,202311,,,,2023,11,Molise
2024-04-08T08:25:52.202,Netto,Netto,4761569.063592728,4761569.063592728,4,4,4,Ente_081,81,5,202307,,,Isole,2023,7,Calabria
2024-01-21T19:18:39.324,Previdenziali,Previdenziali,4095000.7751390687,4095000.7751390687,20,20,20,Ente_065,65,3,202312,,,Centro,2023,12,Umbria
08-08-23,Erariali,Erariali,2078756.5003348913,2078756.5003348913,9,9,9,Ente_046,46,1,202305,,,Centro,2023,5,Abruzzo
2024-07-10T08:20:46.784,Netto,Netto,3148146.1545582516,3148146.1545582516,8,8,8,Ente_014,14,2,202409,,,Isole,2024,9,Campania
2024-06-18T06:41:06.243,Erariali ,Previdenziali,609823.6247087901,609823.6247087901,15,15,15,Ente_031,31,5,202308,,,Isole,2023,8,Campania
2024-06-21T18:33:56.326,PREVIDENZIALI,Previdenziali,2757109.597568306,2757109.597568306,8,8,8,Ente_072,72,2,202310,,,Nord,2023,10,Lombardia
2024-10-10T02:41:03.986,PREVIDENZIALI,Previdenziali,1316482.268687789,1316482.268687789,11,11,11,Ente_013,13,1,202411,,,Nord,2024,11,Valle d'Aosta
22-11-23,Assistenziali,Assistenziali,1418452.585330333,1418452.585330333,19,19,19,Ente_005,5,2,202303,,,,2023,3,Puglia
2024-11-09T22:35:15.760,PREVIDENZIALI,Previdenziali,629465.4464066962,629465.4464066962,13,13,13,Ente_028,28,3,202302,,,,2023,2,Campania
2024-02-20T19:50:01.590,Erariali,Erariali,1791637.9186460588,1791637.9186460588,15,15,15,Ente_004,4,2,202306,,,Centro,2023,6,Sicilia
2024-02-03T21:21:40.621,Erariali ,Erariali,"2407470,261165489443",2407470.2611654894,5,5,5,Ente_029,29,4,202311,,,Sud,2023,11,Calabria
2024-05-08T10:44:04.012,Erariali ,Erariali,3002171.8514931286,3002171.8514931286,7,7,7,Ente_075,75,4,202409,,,,2024,9,Abruzzo
2024-01-23T14:35:41.906,Erariali,Erariali,1525041.8120102785,1525041.8120102785,13,13,13,Ente_032,32,4,202404,,,,2024,4,Sardegna
2024-01-12T06:28:57.379,PREVIDENZIALI,Previdenziali,3961448.9233161467,3961448.9233161467,16,16,16,Ente_043,43,3,202309,,,Sud,2023,9,Sardegna
2024-04-20T04:59:55.364,Erariali,Erariali,2605278.8480569865,2605278.8480569865,16,16,16,Ente_014,14,2,202312,,,Centro,2023,12,Liguria
2024-09-14T01:30:17.601,Da definire,Previdenziali,3190622.492669698,3190622.492669698,2,2,2,Ente_063,63,3,202308,,,,2023,8,Molise
2024-02-15T04:08:28.341,Assistenziali,Assistenziali,1391439.9012836858,1391439.9012836858,7,7,7,Ente_003,3,4,202303,,,Centro,2023,3,Molise
2024-09-28T09:34:04.859,ERARIALI,Erariali,4070865.259182311,4070865.259182311,4,4,4,Ente_071,60,5,202312,,,,2023,12,Molise
2024-04-01T11:24:58.791,Erariali,Erariali,3121747.97837912,3121747.97837912,20,20,20,Ente_092,92,4,202401,,,Nord,2024,1,Campania
2024-09-21T08:15:49.220,Erariali,Erariali,"4311881,398496336304",4311881.398496336,13,13,13,Ente_046,46,1,202307,,,Isole,2023,7,Veneto
2024-06-17T23:45:19.072,Erariali,Erariali,800597.9431125341,800597.9431125341,5,5,5,Ente_097,97,5,202310,,,Centro,2023,10,Sardegna
2024-12-11T01:44:39.745,Previdenziali,Previdenziali,1903935.671388062,1903935.671388062,12,12,12,Ente_082,82,4,202311,,,Nord,2023,11,Sardegna
2024-05-07T15:04:07.771,Previdenziali,Previdenziali,565967.904102241,565967.904102241,13,13,13,Ente_093,93,2,202401,,,Isole,2024,1,Sardegna
2024-03-06T22:56:58.624,Previdenziali,Previdenziali,1078421.027211058,1078421.027211058,9,9,9,Ente_085,85,5,202406,,,Sud,2024,6,Piemonte
2024-10-09T14:48:24.045,Assistenziali,Assistenziali,1973342.974919865,1973342.974919865,16,8,8,Ente_034,34,3,202402,,,Isole,2024,2,Molise
2024-12-20T05:12:07.503,ERARIALI,Erariali,4473014.956389211,4473014.956389211,6,6,6,Ente_095,95,5,202410,,,,2024,10,Emilia-Romagna
2024-10-26T07:42:36.273,Erariali,Erariali,2785646.304690448,2785646.304690448,13,13,13,Ente_044,44,2,202402,,,Nord,2024,2,Friuli-Venezia Giulia
2024-07-16T14:31:22.554,Da definire,Netto,1652561.275240577,1652561.275240577,14,14,14,Ente_014,14,3,202405,,,,2024,5,Toscana
2024-04-16T07:34:25.207,erariali,Erariali,3734748.915235082,3734748.915235082,4,4,4,Ente_018,18,4,202403,,,Sud,2024,3,Liguria
2024-05-27T22:19:09.928,Erariali ,Erariali,99393.84826531299,99393.84826531299,9,9,9,Ente_045,45,2,202309,,,Isole,2023,9,Basilicata
2024-03-13T04:28:13.860,Assistenziali,Assistenziali,1851090.9640020968,1851090.9640020968,5,5,5,Ente_045,45,5,202302,,,Nord,2023,2,Friuli-Venezia Giulia
2024-03-19T23:10:03.614,Mista,Assistenziali,3004557.6512702988,3004557.6512702988,11,11,11,Ente_090,90,1,202411,,,,2024,11,Abruzzo
2023/12/19,Mista,Netto,2916603.282007148,2916603.282007148,16,16,16,Ente_025,25,5,202403,,,,2024,3,Marche
2024-12-16T22:28:59.009,Erariali,Erariali,3038181.8543300284,3038181.8543300284,12,12,12,Ente_054,54,3,202304,,,,2023,4,Valle d'Aosta
2024/01/05,Previdenziali,Previdenziali,1058292.3233075156,1058292.3233075156,17,17,17,Ente_002,2,4,202409,,,Isole,2024,9,Veneto
2024-01-21T21:31:58.186,Erariali,Erariali,1686058.6858144004,1686058.6858144004,8,8,8,Ente_033,91,5,202403,,,Centro,2024,3,Lombardia
2024-06-10T01:24:31.542,PREVIDENZIALI,Previdenziali,4657895.695121019,4657895.695121019,12,12,12,Ente_044,44,2,MAR-2023,,,Nord,2023,3,Abruzzo
2024-11-27T00:41:52.667,Erariali,Erariali,4869903.680902201,4869903.680902201,8,8,8,Ente_086,86,4,202406,,,Nord,2024,6,Basilicata
2024-11-21T06:12:41.059,Erariali,Erariali,1560879.7183081417,1560879.7183081417,13,13,13,Ente_043,43,2,202404,,,,2024,4,Sicilia
13.12.2024,Mista,Assistenziali,3222874.013340363,3222874.013340363,5,5,5,Ente_059,59,5,202311,,,Centro,2023,11,Liguria
2024-02-11T15:52:17.898,PREVIDENZIALI,Previdenziali,1207242.5989053922,1207242.5989053922,8,8,8,Ente_040,40,1,202301,,,Nord,2023,1,Molise
2024-11-12T02:48:18.885,Netto,Netto,"1843274,806201598607",1843274.8062015986,3,3,3,Ente_085,85,5,202411,,,Sud,2024,11,Molise
2024-03-16T11:34:49.950,Erariali,Erariali,3961881.149383003,3961881.149383003,11,11,11,Ente_056,56,2,202312,,,Isole,2023,12,Friuli-Venezia Giulia
2024-09-28T14:32:54.781,Previdenziali,Previdenziali,2506392.471302072,2506392.471302072,5,5,5,Ente_002,2,2,202404,,,,2024,4,Puglia
2024-06-11T02:14:41.441,Da definire,Erariali,4248100.209247857,4248100.209247857,16,16,15,Ente_095,95,2,202310,,,Isole,2023,10,Sicilia
21.11.2024,Previdenziali,Previdenziali,3144072.488049626,3144072.488049626,10,10,10,Ente_006,6,1,202311,,,Isole,2023,11,Umbria
2024-12-22T20:49:35.910,Erariali,Erariali,3144977.004545597,3144977.004545597,10,10,10,Ente_054,54,1,202310,,,,2023,10,Liguria
2023/12/19,Erariali,Erariali,170366.26071097763,170366.26071097763,16,16,16,Ente_070,70,5,202312,,,Sud,2023,12,Liguria
2024-11-10T05:17:51.535,Da definire,Previdenziali,3748602.1258503054,3748602.1258503054,11,11,11,Ente_093,50,2,202310,,,Sud,2023,10,Abruzzo
2024-05-02T16:01:01.717,Previdenziali,Previdenziali,4889354.773224535,4889354.773224535,9,9,9,Ente_023,23,4,202301,,,Sud,2023,1,Basilicata
2024-08-29T12:55:01.831,Assistenziali,Assistenziali,2365669.77270667,2365669.77270667,7,7,7,Ente_058,58,4,202310,,,Centro,2023,10,Calabria
2024-04-09T11:46:00.710,ERARIALI,Erariali,793741.4947809017,793741.4947809017,14,14,14,Ente_098,98,5,202408,,,Isole,2024,8,Toscana
2023/08/16,Previdenziali,Previdenziali,4884911.379231316,4884911.379231316,14,14,14,Ente_007,7,4,202306,,,,2023,6,Valle d'Aosta
2023/10/14,PREVIDENZIALI,Previdenziali,1451339.2482145138,1451339.2482145138,18,18,18,Ente_005,5,5,202310,,,Centro,2023,10,Valle d'Aosta
2024-03-18T23:15:49.791,erariali,Erariali,2046580.580730115,2046580.580730115,17,17,17,Ente_047,47,5,202404,,,,2024,4,Friuli-Venezia Giulia
2024-10-27T12:21:22.666,Netto,Netto,387754.7040935568,387754.7040935568,1,1,1,Ente_048,48,3,202405,,,Sud,2024,5,Sicilia
2024-06-26T01:22:37.164,Erariali,Erariali,555073.4915964005,555073.4915964005,12,6,6,Ente_094,94,5,202409,,,Isole,2024,9,Abruzzo
2024-11-08T18:30:20.997,Erariali,Erariali,1083611.7871264722,1083611.7871264722,8,8,8,Ente_003,3,5,202410,,,Centro,2024,10,Sicilia
2024-07-27T17:57:20.733,Assistenziali,Assistenziali,2742781.859385915,2742781.859385915,1,1,1,Ente_079,79,1,202308,,,Sud,2023,8,Sicilia
2024-09-19T19:32:45.090,Da definire,Netto,2789388.2201201757,2789388.2201201757,12,12,12,Ente_072,72,3,202311,,,Centro,2023,11,Puglia
2024-07-12T05:12:12.166,Netto,Netto,3031612.870391567,3031612.870391567,17,17,17,Ente_031,31,2,202303,,,Centro,2023,3,Lazio
2024-10-05T15:16:47.958,Erariali,Erariali,2919500.9680809737,2919500.9680809737,7,7,7,Ente_023,23,4,202401,,,Centro,2024,1,Lombardia
2024-06-19T08:04:43.206,Erariali,Erariali,2476689.6784339887,2476689.6784339887,11,11,11,Ente_080,80,5,202408,,,,2024,8,Molise
2024-04-18T05:31:00.281,Mista,Netto,4010691.174355943,4010691.174355943,13,13,13,Ente_079,79,5,202401,Fonte secondaria,,Isole,2024,1,Marche
2024-12-20T23:30:01.064,Erariali ,Erariali,4669564.587171989,4669564.587171989,9,9,9,Ente_090,90,2,202401,,,Nord,2024,1,Trentino-Alto Adige
21-11-24,Da definire,Netto,€1349536.91,1349536.9050628676,7,7,7,Ente_049,49,5,202306,,,Sud,2023,6,Trentino-Alto Adige
2024-11-07T18:16:58.515,Erariali ,Erariali,651838.2178498681,651838.2178498681,18,18,18,Ente_037,37,1,202311,,,,2023,11,Veneto
20-01-24,Mista,Assistenziali,2126011.382235884,2126011.382235884,18,18,18,Ente_093,93,4,202307,,,,2023,7,Puglia
2024-06-20T17:51:02.760,Mista,Erariali,133085.4530947857,133085.4530947857,10,10,10,Ente_019,77,5,202308,,,Isole,2023,8,Liguria
2024-12-05T03:35:49.768,Erariali,Erariali,4416711.049684671,4416711.049684671,1,1,1,Ente_073,73,3,202310,,,Nord,2023,10,Veneto
2024-02-01T19:53:45.746,Assistenziali,Assistenziali,1199291.5949713744,1199291.5949713744,14,14,14,Ente_032,32,3,202308,Dato stimato,,Nord,2023,8,Calabria
2024-10-11T06:57:42.305,Erariali,Erariali,2746933.8521117265,2746933.8521117265,1,1,1,Ente_062,62,2,202402,,,,2024,2,Marche
2024-06-15T16:15:48.877,Erariali,Erariali,"576359,854492482031",576359.854492482,7,7,7,Ente_020,20,3,202407,,,Sud,2024,7,Veneto
2024-05-01T06:42:22.981,Previdenziali,Previdenziali,2766733.438877178,2766733.438877178,19,19,19,Ente_060,60,2,202405,,,Centro,2024,5,Lombardia
2024-03-07T09:13:50.394,Previdenziali,Previdenziali,"195928,271056420141",195928.27105642014,19,19,19,Ente_011,11,5,AGO-2024,,,Sud,2024,8,Toscana
2024-08-16T01:23:15.073,erariali,Erariali,3844264.671249704,3844264.671249704,4,4,4,Ente_034,34,3,202302,,,Nord,2023,2,Marche
2024-01-30T02:26:39.186,Previdenziali,Netto,4777151.891756929,4777151.891756929,7,7,7,Ente_096,96,1,202303,,,,2023,3,Sardegna
2024-05-31T01:27:50.573,Erariali,Netto,1535573.3486530334,1535573.3486530334,16,16,16,Ente_053,53,2,202307,,,Isole,2023,7,Veneto
2024-12-01T04:54:14.336,Erariali,Erariali,1291814.8376610088,1291814.8376610088,7,7,7,Ente_049,49,3,202301,,,Isole,2023,1,Molise
2024-01-12T01:20:05.675,Previdenziali,Previdenziali,2240526.8629626143,2240526.8629626143,11,11,11,Ente_065,65,4,202401,,,Centro,2024,1,Puglia
2024-09-28T08:03:35.567,Previdenziali,Previdenziali,3100248.327591629,3100248.327591629,8,8,8,Ente_039,39,1,202305,,,Nord,2023,5,Toscana
2024-05-01T15:54:59.622,Netto,Netto,"945623,347497048206",945623.3474970482,13,13,13,Ente_096,96,1,202310,,,,2023,10,Piemonte
2024-01-12T04:30:49.729,Netto,Netto,4016736.6783171245,4016736.6783171245,9,9,9,Ente_068,68,2,202402,,,Isole,2024,2,Campania
2024-06-29T18:18:12.239,Mista,Erariali,993475.5319387035,993475.5319387035,5,5,5,Ente_054,54,3,202310,,,Isole,2023,10,Toscana
2024-10-07T21:59:47.532,Previdenziali,Previdenziali,28365.625698556323,28365.625698556323,10,10,10,Ente_068,68,4,202302,,,Sud,2023,2,Puglia
2024-02-27T15:35:39.140,Erariali,Erariali,2621728.667344287,2621728.667344287,11,11,11,Ente_023,23,3,202312,,,Sud,2023,12,Lombardia
2024-04-17T21:37:36.264,Netto,Netto,576633.406118393,576633.406118393,17,17,17,Ente_063,63,3,202411,,,Sud,2024,11,Basilicata
2024-05-12T03:59:23.138,Netto,Netto,3491495.3882099334,3491495.3882099334,15,15,15,Ente_057,57,3,202403,,,Centro,2024,3,Molise
21-02-23,Previdenziali,Previdenziali,838182.5093466574,838182.5093466574,11,11,11,Ente_089,89,2,202304,,,Centro,2023,4,Lombardia
2024-05-31T17:55:48.069,Netto,Netto,4087084.597204657,4087084.597204657,2,2,2,Ente_036,36,2,202402,,,Sud,2024,2,Trentino-Alto Adige
2024-03-28T16:28:46.384,erariali,Erariali,"2352370,296247113962",2352370.296247114,8,8,8,Ente_052,52,2,202409,,,Nord,2024,9,Umbria
2024-11-03T19:10:13.629,Erariali,Erariali,2831823.245178696,2831823.245178696,12,12,12,Ente_099,99,3,202409,,,Sud,2024,9,Molise
2024-04-30T14:48:37.197,Netto,Netto,933739.241348256,933739.241348256,7,7,7,Ente_019,19,3,202308,,,,2023,8,Abruzzo
2024-02-28T13:58:20.204,Erariali,Erariali,734293.6995747839,734293.6995747839,2,2,2,Ente_021,21,4,202406,,,Sud,2024,6,Veneto
2024-07-27T01:49:08.725,Previdenziali,Previdenziali,3156831.04013454,3156831.04013454,8,8,8,Ente_084,84,1,202402,,,Centro,2024,2,Basilicata
15-02-23,Previdenziali,Previdenziali,1278047.6160930842,1278047.6160930842,15,15,15,Ente_079,79,1,202409,,,,2024,9,Emilia-Romagna
2024-03-01T02:36:18.798,Previdenziali,Previdenziali,1930241.9160204714,1930241.9160204714,12,12,12,Ente_044,44,3,202304,,,,2023,4,Sicilia
2024-07-18T13:21:18.981,Previdenziali,Previdenziali,2397766.320530993,2397766.320530993,3,3,3,Ente_032,32,1,202301,,,,2023,1,Lazio
2024-05-11T17:10:28.804,Erariali,Erariali,1148938.3942991176,1148938.3942991176,4,4,4,Ente_033,33,3,202402,,,,2024,2,Toscana
2024/01/07,PREVIDENZIALI,Previdenziali,3977323.628987958,3977323.628987958,12,12,12,Ente_060,12,5,202405,,,Isole,2024,5,Calabria
2024-11-21T23:52:13.858,Assistenziali,Assistenziali,4697182.620135619,4697182.620135619,7,7,7,Ente_069,69,1,202412,,,Isole,2024,12,Liguria
2024-05-18T10:30:09.881,Previdenziali,Previdenziali,2160033.9171390785,1751903.2723142442,16,16,16,Ente_006,31,2,202404,,,,2024,4,Marche
2024-05-05T09:19:43.973,Erariali,Erariali,5433429858.26,5433429858.26,17,17,17,Ente_098,98,2,202302,,,Sud,2023,2,Veneto
2024-05-14T22:56:05.639,Erariali,Erariali,4413531.4038944505,4413531.4038944505,19,19,19,Ente_001,1,2,202411,,,,2024,11,Calabria
2024-12-19T10:28:40.430,Netto,Netto,831070.0963719088,831070.0963719088,15,15,15,Ente_015,15,5,202401,,,Sud,2024,1,Molise
15-04-24,erariali,Erariali,867736.3471687431,867736.3471687431,20,20,20,Ente_057,57,2,202306,,,Nord,2023,6,Lazio
2024-10-12T23:10:37.324,Erariali,Erariali,2387547.9022904476,2387547.9022904476,18,18,18,Ente_001,1,5,202402,,,Isole,2024,2,Friuli-Venezia Giulia
2024-09-20T17:56:10.441,ERARIALI,Erariali,"2629760,038980536163",2629760.038980536,5,5,5,Ente_019,19,3,202305,,,Centro,2023,5,Campania
2024-11-13T13:49:43.803,Previdenziali,Previdenziali,1706307.4985363053,1706307.4985363053,14,10,10,Ente_022,22,4,202411,,,Isole,2024,11,Lombardia
2024-09-04T11:07:19.287,Netto,Netto,1565291.9782132474,1565291.9782132474,14,14,14,Ente_026,26,5,202312,,,Centro,2023,12,Molise
2024-04-02T03:46:06.225,Netto,Netto,2157405.0817179265,2157405.0817179265,14,14,14,Ente_006,6,2,202401,,,Isole,2024,1,Liguria
15.06.2024,Da definire,Previdenziali,3452705.9277146054,3452705.9277146054,17,17,17,Ente_060,54,2,202404,,,Centro,2024,4,Calabria
16.07.2023,Erariali,Erariali,422883.7714263935,422883.7714263935,14,4,4,Ente_055,55,5,202307,,,Nord,2023,7,Umbria
22-07-23,Netto,Netto,3553199.4355581896,3553199.4355581896,4,4,4,Ente_066,66,1,202312,,,Isole,2023,12,Puglia
2024-05-14T16:26:52.559,Erariali,Erariali,4631275.067899042,4631275.067899042,10,10,10,Ente_047,47,2,202403,,,Centro,2024,3,Friuli-Venezia Giulia
2024-09-10T16:18:45.713,Previdenziali,Previdenziali,3817770.037496307,3817770.037496307,4,4,4,Ente_046,46,1,202405,,,Sud,2024,5,Basilicata
2024-01-29T16:53:37.497,Previdenziali,Previdenziali,959192.6048744491,959192.6048744491,3,3,3,Ente_099,99,1,202305,,,Nord,2023,5,Lazio
2024-02-25T17:48:49.848,Erariali,Erariali,438318.4626969326,438318.4626969326,7,7,7,Ente_050,50,4,202312,,,Sud,2023,12,Lombardia
2024-10-16T04:13:59.925,ERARIALI,Erariali,2452411.6645387053,2452411.6645387053,20,20,20,Ente_077,77,4,202308,,,Sud,2023,8,Liguria
2024-12-05T02:02:50.916,Da definire,Previdenziali,4782074.039805756,4782074.039805756,7,7,7,Ente_021,21,4,202309,,,Sud,2023,9,Basilicata
2024-01-11T14:51:12.059,Erariali,Erariali,4095477.3776567155,4095477.3776567155,3,3,3,Ente_026,26,3,202312,,,Centro,2023,12,Basilicata
2024-11-13T15:26:45.396,Previdenziali,Previdenziali,2814105.4614259517,2814105.4614259517,13,13,13,Ente_004,4,5,202410,,,Nord,2024,10,Sardegna
2024-07-03T13:37:00.256,Mista,Erariali,715764.1356645464,715764.1356645464,4,4,4,Ente_099,99,1,202402,,,,2024,2,Lombardia
2024-08-24T10:01:35.576,Previdenziali,Erariali,3569470.073775866,3569470.073775866,19,19,19,Ente_068,68,2,202308,,,,2023,8,Veneto
2024-11-10T11:19:01.238,Assistenziali,Assistenziali,4065178.194799216,4065178.194799216,4,4,4,Ente_053,53,3,202412,,,Nord,2024,12,Veneto
2024-02-28T01:23:59.800,Da definire,Erariali,4675410.6129927905,4675410.6129927905,15,15,15,Ente_029,29,4,202408,,,Sud,2024,8,Sardegna
2024-11-11T03:23:06.037,Erariali,Erariali,3060969.054565416,3060969.054565416,20,20,20,Ente_024,11,5,202309,,,,2023,9,Lombardia
2024-11-29T07:30:27.024,Erariali,Erariali,2572814.6074123974,2572814.6074123974,12,12,12,Ente_061,61,3,202403,,,Isole,2024,3,Veneto
2024-08-19T11:05:47.409,Assistenziali,Erariali,3096291.0357948286,3096291.0357948286,14,14,14,Ente_087,87,2,202303,,,Nord,2023,3,Trentino-Alto Adige
2024-11-10T12:06:02.460,Assistenziali,Assistenziali,4716319.270788064,4716319.270788064,4,4,4,Ente_066,66,3,202409,,,Centro,2024,9,Puglia
2024-07-12T01:17:48.570,Erariali,Erariali,3141007.3037802475,3141007.3037802475,3,3,3,Ente_056,56,1,202301,,,Nord,2023,1,Lazio
2024-10-25T01:59:58.987,erariali,Erariali,1288701.6551191444,1288701.6551191444,6,6,6,Ente_010,10,4,202306,,,,2023,6,Umbria
2024-08-10T08:29:14.416,ERARIALI,Erariali,3181120.888303789,3181120.888303789,15,19,19,Ente_069,69,3,202404,,,,2024,4,Friuli-Venezia Giulia
2024-04-08T07:18:55.356,Da definire,Erariali,4398843.119434972,4398843.119434972,5,5,5,Ente_054,54,1,202310,,,Sud,2023,10,Molise
2024-04-28T12:02:04.382,Previdenziali,Previdenziali,2835443.1409514886,2835443.1409514886,6,6,6,Ente_020,20,3,202410,,,,2024,10,Trentino-Alto Adige
2024-11-17T04:00:09.808,Mista,Netto,2513991.4412205275,2513991.4412205275,12,12,12,Ente_067,67,2,202402,,,Nord,2024,2,Molise
2024-10-11T06:31:30.157,PREVIDENZIALI,Previdenziali,3667112.878263071,3667112.878263071,7,7,7,Ente_038,38,4,202308,Dato stimato,,,2023,8,Valle d'Aosta
2024-09-27T11:07:24.568,Assistenziali,Assistenziali,3305282.487028916,3305282.487028916,20,20,20,Ente_100,100,4,202302,,,Sud,2023,2,Campania
2024-08-30T23:55:06.432,Netto,Netto,284381.30716949084,284381.30716949084,11,11,11,Ente_100,100,3,202301,,,Nord,2023,1,Veneto
2024-12-20T00:15:30.047,ERARIALI,Erariali,3626830.3933462566,3626830.3933462566,17,17,17,Ente_016,16,5,202307,,,Centro,2023,7,Liguria
2024-02-12T05:51:26.327,Erariali,Erariali,2038339.6010003367,2038339.6010003367,12,12,12,Ente_054,54,2,202404,,,Nord,2024,4,Piemonte
2024-03-05T01:02:06.432,Previdenziali,Previdenziali,4704550.501873654,4704550.501873654,8,8,8,Ente_003,17,2,202406,,,Isole,2024,6,Toscana
2024-12-21T16:34:23.430,ERARIALI,Erariali,4854044.139104288,4854044.139104288,13,13,13,Ente_064,64,2,202408,,,Nord,2024,8,Liguria
2024-09-02T15:27:56.055,ERARIALI,Erariali,2244245.351804626,2244245.351804626,18,18,18,Ente_093,93,5,202303,,,Centro,2023,3,Abruzzo
21-09-24,Netto,Netto,4844005.438442956,4844005.438442956,19,19,19,Ente_028,28,5,202410,,Sistema legacy,,2024,10,Sardegna
2024-09-09T13:28:16.267,Previdenziali,Previdenziali,1554791.7542650255,3989671.6589119323,18,18,18,Ente_058,58,2,202401,,,Isole,2024,1,Abruzzo
27-02-24,Assistenziali,Assistenziali,3413539.462838437,3413539.462838437,10,10,3,Ente_030,30,4,202303,,,Nord,2023,3,Sardegna
2024-12-04T01:46:27.727,ERARIALI,Erariali,376198.5008359788,376198.5008359788,6,6,6,Ente_042,42,1,202301,,,Nord,2023,1,Sardegna
2024-02-23T23:29:14.901,Erariali,Erariali,725801.7532287205,725801.7532287205,5,5,5,Ente_065,65,3,202412,,,,2024,12,Marche
2024-02-22T06:52:42.600,Previdenziali,Previdenziali,4322764.985986714,4322764.985986714,13,13,13,Ente_075,75,3,202401,,,Nord,2024,1,Umbria
2024-09-26T21:03:16.448,PREVIDENZIALI,Previdenziali,4469026.41244552,4469026.41244552,7,7,7,Ente_072,72,5,202403,,,Nord,2024,3,Umbria
2024/03/18,Da definire,Assistenziali,2663523.348656754,2663523.348656754,11,11,11,Ente_026,26,2,202303,,,,2023,3,Marche
2024-07-01T23:14:18.256,Erariali,Erariali,1699527.3613076294,1699527.3613076294,13,13,13,Ente_055,55,2,202305,,,Isole,2023,5,Sicilia
2024-10-19T14:20:13.671,ERARIALI,Erariali,2255668.6348879887,2255668.6348879887,5,5,5,Ente_057,57,4,202401,,,,2024,1,Molise
2024-01-14T19:39:42.489,Mista,Erariali,4348252.821234135,4348252.821234135,19,19,19,Ente_080,80,3,202302,,,Nord,2023,2,Toscana
2024-04-14T06:06:51.745,Erariali,Erariali,1055756.1196819686,1055756.1196819686,19,19,19,Ente_091,91,2,202302,,,Centro,2023,2,Basilicata
2024-10-20T12:21:03.642,Erariali ,Erariali,1475056.2862766804,1475056.2862766804,4,4,4,Ente_092,92,3,202310,,,,2023,10,Puglia
2024-09-28T04:52:50.048,Erariali ,Erariali,3927429.2283295854,3927429.2283295854,12,12,12,Ente_013,13,3,202408,,,,2024,8,Marche
2024-01-06T20:40:53.658,Previdenziali,Previdenziali,"4676411,960136163048",4676411.960136163,18,18,18,Ente_041,41,2,202307,,,,2023,7,Molise
2024-11-22T13:03:33.315,Previdenziali,Previdenziali,465543.77273750596,465543.77273750596,3,3,3,Ente_097,97,3,202304,,,Nord,2023,4,Sardegna
18.06.2023,Erariali,Erariali,4019057.734460126,4019057.734460126,11,11,11,Ente_081,81,3,NOV-2023,,,Isole,2023,11,Umbria
2024-11-21T03:34:37.433,Netto,Netto,3225696.46635219,3225696.46635219,9,9,9,Ente_097,97,4,202302,,,Centro,2023,2,Friuli-Venezia Giulia
15-05-23,Erariali,Erariali,1154626.9507757805,1154626.9507757805,18,18,18,Ente_048,48,5,202407,,,Nord,2024,7,Puglia
2024-11-21T21:06:57.840,Netto,Netto,3779330.166127175,3779330.166127175,12,12,12,Ente_085,85,5,202409,,,Isole,2024,9,Lazio
2024-05-30T19:06:24.951,Previdenziali,Previdenziali,3639852.40893164,3639852.40893164,9,9,9,Ente_045,45,4,202403,,,Sud,2024,3,Veneto
